arch,seed,epoch,tf_ratio,train_loss,dev_loss,dev_perplexity,epoch_time_s,peak_vram_gb,lr,params_M
arch5_improved_transformer,191,25,1.0,3.4783,3.4353,9.903,1160.34,3.737,0.000282,19.278
arch5_improved_transformer,191,26,1.0,3.4727,3.4356,9.886,1161.63,3.736,0.000277,19.278
arch5_improved_transformer,191,27,1.0,3.4678,3.4287,9.861,1145.43,3.736,0.000272,19.278
arch5_improved_transformer,191,28,1.0,3.4624,3.4255,9.804,1157.88,3.738,0.000267,19.278
arch5_improved_transformer,191,29,1.0,3.4578,3.4257,9.79,1180.07,3.736,0.000263,19.278
arch5_improved_transformer,191,30,1.0,3.4534,3.4195,9.717,1157.73,3.738,0.000258,19.278
arch5_improved_transformer,191,31,1.0,3.449,3.4245,9.753,1175.23,3.682,0.000254,19.278
arch5_improved_transformer,191,32,1.0,3.4451,3.4133,9.679,1167.96,3.739,0.00025,19.278
arch5_improved_transformer,191,33,1.0,3.4414,3.4089,9.631,1168.92,3.736,0.000247,19.278
arch5_improved_transformer,191,34,1.0,3.4376,3.4137,9.66,1172.44,3.737,0.000243,19.278
arch5_improved_transformer,191,35,1.0,3.434,3.4134,9.635,1171.38,3.736,0.00024,19.278
arch5_improved_transformer,191,36,1.0,3.4308,3.4038,9.559,1167.69,3.736,0.000236,19.278
arch5_improved_transformer,191,37,1.0,3.4273,3.4027,9.569,1165.35,3.737,0.000233,19.278
arch5_improved_transformer,191,38,1.0,3.4246,3.4044,9.56,1168.16,3.739,0.00023,19.278
arch5_improved_transformer,191,39,1.0,3.4212,3.4033,9.556,1165.17,3.699,0.000227,19.278
arch5_improved_transformer,191,40,1.0,3.4187,3.3984,9.492,1172.04,3.739,0.000225,19.278
arch5_improved_transformer,191,41,1.0,3.4161,3.3955,9.487,1178.54,3.736,0.000222,19.278
arch5_improved_transformer,191,42,1.0,3.4135,3.3955,9.477,1178.59,3.736,0.000219,19.278
arch5_improved_transformer,191,43,1.0,3.411,3.3943,9.46,1178.81,3.682,0.000217,19.278
arch5_improved_transformer,191,44,1.0,3.4086,3.391,9.433,1183.84,3.737,0.000214,19.278
arch5_improved_transformer,191,45,1.0,3.4062,3.3875,9.401,1185.58,3.738,0.000212,19.278
arch5_improved_transformer,191,46,1.0,3.4038,3.3865,9.391,1155.06,3.735,0.00021,19.278
arch5_improved_transformer,191,47,1.0,3.4017,3.3839,9.365,1164.89,3.736,0.000208,19.278
arch5_improved_transformer,191,48,1.0,3.3996,3.3823,9.382,1161.45,3.698,0.000205,19.278
arch5_improved_transformer,191,49,1.0,3.3976,3.3822,9.334,1161.8,3.736,0.000203,19.278
arch5_improved_transformer,191,50,1.0,3.3952,3.3812,9.318,1178.43,3.74,0.000201,19.278
arch5_improved_transformer,191,51,1.0,3.3937,3.379,9.311,1175.9,3.737,0.000199,19.278
arch5_improved_transformer,191,52,1.0,3.3919,3.3779,9.3,1179.6,3.737,0.000198,19.278
arch5_improved_transformer,191,53,1.0,3.3901,3.3749,9.285,1188.16,3.736,0.000196,19.278
arch5_improved_transformer,191,54,1.0,3.3879,3.3769,9.287,1180.86,3.7,0.000194,19.278
arch5_improved_transformer,191,55,1.0,3.3866,3.3739,9.252,1180.33,3.737,0.000192,19.278
arch5_improved_transformer,191,56,1.0,3.385,3.3775,9.308,1157.83,3.736,0.00019,19.278
arch5_improved_transformer,191,57,1.0,3.3833,3.3764,9.278,1163.44,3.735,0.000189,19.278
arch5_improved_transformer,191,58,1.0,3.3819,3.3753,9.267,1155.3,3.738,0.000187,19.278
arch5_improved_transformer,191,59,1.0,3.3804,3.3732,9.26,1155.89,3.736,0.000186,19.278
arch5_improved_transformer,191,60,1.0,3.3785,3.3743,9.258,1159.36,3.702,0.000184,19.278
arch5_improved_transformer,191,61,1.0,3.3775,3.3688,9.197,1157.7,3.736,0.000183,19.278
arch5_improved_transformer,191,62,1.0,3.3763,3.3691,9.207,1210.2,3.735,0.000181,19.278
arch5_improved_transformer,191,63,1.0,3.3746,3.3672,9.192,1219.05,3.736,0.00018,19.278
arch5_improved_transformer,191,64,1.0,3.3734,3.3699,9.202,1219.07,3.735,0.000178,19.278
arch5_improved_transformer,191,65,1.0,3.3723,3.3686,9.193,1216.77,3.736,0.000177,19.278
arch5_improved_transformer,191,66,1.0,3.3708,3.3706,9.207,1216.68,3.736,0.000176,19.278
arch5_improved_transformer,191,67,1.0,3.3698,3.3653,9.155,1211.45,3.699,0.000174,19.278
arch5_improved_transformer,191,68,1.0,3.3686,3.3667,9.156,1224.78,3.705,0.000173,19.278
arch5_improved_transformer,191,69,1.0,3.3672,3.3629,9.167,1226.27,3.683,0.000172,19.278
arch5_improved_transformer,191,70,1.0,3.3662,3.3656,9.16,1229.04,3.735,0.000171,19.278
arch5_improved_transformer,191,71,1.0,3.365,3.3605,9.126,1227.1,3.737,0.000169,19.278
arch5_improved_transformer,191,72,1.0,3.3639,3.3587,9.111,1233.54,3.737,0.000168,19.278
arch5_improved_transformer,191,73,1.0,3.3631,3.3576,9.1,1224.77,3.737,0.000167,19.278
arch5_improved_transformer,191,74,1.0,3.3618,3.3654,9.158,1187.83,3.666,0.000166,19.278
arch5_improved_transformer,191,75,1.0,3.3607,3.3585,9.129,1183.6,3.736,0.000165,19.278
arch5_improved_transformer,191,76,1.0,3.3598,3.3633,9.144,1182.37,3.737,0.000164,19.278
arch5_improved_transformer,191,77,1.0,3.3587,3.3572,9.073,1182.97,3.736,0.000163,19.278
arch5_improved_transformer,191,78,1.0,3.3579,3.3592,9.116,1182.63,3.737,0.000162,19.278
arch5_improved_transformer,191,79,1.0,3.3571,3.356,9.099,1176.82,3.678,0.000161,19.278
arch5_improved_transformer,191,80,1.0,3.3558,3.3552,9.072,1200.73,3.699,0.00016,19.278
arch5_improved_transformer,191,81,1.0,3.3555,3.355,9.075,1206.51,3.736,0.000159,19.278
arch5_improved_transformer,191,82,1.0,3.3545,3.3536,9.028,1193.42,3.736,0.000158,19.278
arch5_improved_transformer,191,83,1.0,3.3535,3.352,9.04,1188.71,3.738,0.000157,19.278
arch5_improved_transformer,191,84,1.0,3.3525,3.3516,9.038,1191.25,3.699,0.000156,19.278
arch5_improved_transformer,191,85,1.0,3.3519,3.3512,9.036,1185.36,3.737,0.000155,19.278
arch5_improved_transformer,191,86,1.0,3.3509,3.3566,9.06,1199.61,3.738,0.000154,19.278
arch5_improved_transformer,191,87,1.0,3.3504,3.351,9.034,1200.99,3.737,0.000153,19.278
arch5_improved_transformer,191,88,1.0,3.3492,3.347,8.997,1203.7,3.738,0.000152,19.278
arch5_improved_transformer,191,89,1.0,3.3484,3.3502,9.011,1201.64,3.701,0.000152,19.278
arch5_improved_transformer,191,90,1.0,3.3477,3.3508,9.014,1191.28,3.735,0.000151,19.278
arch5_improved_transformer,191,91,1.0,3.3473,3.3495,8.983,1187.72,3.736,0.00015,19.278
arch5_improved_transformer,191,92,1.0,3.3467,3.3541,9.057,1177.14,3.738,0.000149,19.278
arch5_improved_transformer,191,93,1.0,3.3457,3.3487,9.002,1178.86,3.735,0.000148,19.278
arch5_improved_transformer,191,94,1.0,3.3448,3.351,9.039,1179.02,3.698,0.000148,19.278
arch5_improved_transformer,191,95,1.0,3.3443,3.3473,8.994,1177.35,3.7,0.000147,19.278
arch5_improved_transformer,191,96,1.0,3.3435,3.3452,8.987,1174.25,3.737,0.000146,19.278
arch5_improved_transformer,191,97,1.0,3.3429,3.3433,8.964,1183.55,3.738,0.000145,19.278
arch5_improved_transformer,191,98,1.0,3.3419,3.3419,8.946,1183.7,3.737,0.000145,19.278
arch5_improved_transformer,191,99,1.0,3.3412,3.3488,8.977,1181.86,3.736,0.000144,19.278
arch5_improved_transformer,191,100,1.0,3.3405,3.3482,8.964,1181.57,3.681,0.000143,19.278
arch5_improved_transformer,191,101,1.0,3.3399,3.3477,8.981,1186.1,3.737,0.000142,19.278
arch5_improved_transformer,191,102,1.0,3.3393,3.3454,8.96,1186.94,3.679,0.000142,19.278
arch5_improved_transformer,191,103,1.0,3.3385,3.3462,8.967,1185.06,3.681,0.000141,19.278
arch5_improved_transformer,191,104,1.0,3.3378,3.3455,8.965,1185.69,3.736,0.00014,19.278
arch5_improved_transformer,191,105,1.0,3.3371,3.3436,8.947,1183.83,3.737,0.00014,19.278
arch5_improved_transformer,191,106,1.0,3.3363,3.3463,8.948,1176.93,3.738,0.000139,19.278
arch5_improved_transformer,191,107,1.0,3.3359,3.3433,8.92,1177.13,3.736,0.000138,19.278
arch5_improved_transformer,191,108,1.0,3.3352,3.3404,8.926,1183.75,3.737,0.000138,19.278
arch5_improved_transformer,191,109,1.0,3.3346,3.3359,8.892,1214.36,3.737,0.000137,19.278
arch5_improved_transformer,191,110,1.0,3.3339,3.344,8.949,1230.8,3.738,0.000136,19.278
arch5_improved_transformer,191,111,1.0,3.3331,3.3385,8.912,1216.25,3.737,0.000136,19.278
arch5_improved_transformer,191,112,1.0,3.3325,3.3437,8.916,1208.74,3.74,0.000135,19.278
arch5_improved_transformer,191,113,1.0,3.332,3.3424,8.904,1214.25,3.739,0.000135,19.278
arch5_improved_transformer,191,114,1.0,3.3314,3.3405,8.898,1214.62,3.74,0.000134,19.278
arch5_improved_transformer,191,115,1.0,3.3307,3.3395,8.913,1170.85,3.701,0.000134,19.278
arch5_improved_transformer,191,116,1.0,3.3303,3.3398,8.901,1171.61,3.736,0.000133,19.278
arch5_improved_transformer,191,117,1.0,3.3296,3.3376,8.906,1166.3,3.737,0.000132,19.278
arch5_improved_transformer,191,118,1.0,3.3291,3.338,8.884,1173.52,3.702,0.000132,19.278
arch5_improved_transformer,191,119,1.0,3.3284,3.3386,8.878,1166.65,3.737,0.000131,19.278
