arch,seed,epoch,tf_ratio,train_loss,dev_loss,dev_perplexity,epoch_time_s,peak_vram_gb,lr,params_M
arch5_improved_transformer,1604,67,1.0,3.4022,3.3889,9.371,1192.87,3.7,0.000174,19.278
arch5_improved_transformer,1604,68,1.0,3.4004,3.3919,9.396,1192.09,3.698,0.000173,19.278
arch5_improved_transformer,1604,69,1.0,3.3996,3.3857,9.377,1184.92,3.681,0.000172,19.278
arch5_improved_transformer,1604,70,1.0,3.398,3.3903,9.381,1190.93,3.737,0.000171,19.278
arch5_improved_transformer,1604,71,1.0,3.3969,3.385,9.33,1193.59,3.737,0.000169,19.278
arch5_improved_transformer,1604,72,1.0,3.3959,3.3835,9.339,1186.97,3.735,0.000168,19.278
arch5_improved_transformer,1604,73,1.0,3.3949,3.3804,9.305,1180.86,3.737,0.000167,19.278
arch5_improved_transformer,1604,74,1.0,3.3937,3.3872,9.361,1235.44,3.666,0.000166,19.278
arch5_improved_transformer,1604,75,1.0,3.3922,3.3826,9.318,1249.74,3.736,0.000165,19.278
arch5_improved_transformer,1604,76,1.0,3.3915,3.3822,9.313,1247.22,3.737,0.000164,19.278
arch5_improved_transformer,1604,77,1.0,3.3902,3.3843,9.319,1246.31,3.736,0.000163,19.278
arch5_improved_transformer,1604,78,1.0,3.3892,3.3818,9.311,1246.02,3.737,0.000162,19.278
arch5_improved_transformer,1604,79,1.0,3.388,3.3797,9.298,1246.47,3.678,0.000161,19.278
arch5_improved_transformer,1604,80,1.0,3.3871,3.3817,9.304,1224.45,3.699,0.00016,19.278
arch5_improved_transformer,1604,81,1.0,3.3863,3.377,9.28,1226.46,3.736,0.000159,19.278
arch5_improved_transformer,1604,82,1.0,3.385,3.377,9.27,1229.27,3.736,0.000158,19.278
arch5_improved_transformer,1604,83,1.0,3.384,3.3755,9.248,1241.79,3.738,0.000157,19.278
arch5_improved_transformer,1604,84,1.0,3.3832,3.3743,9.246,1232.73,3.699,0.000156,19.278
arch5_improved_transformer,1604,85,1.0,3.382,3.3738,9.236,1235.51,3.737,0.000155,19.278
arch5_improved_transformer,1604,86,1.0,3.3813,3.3794,9.27,1189.79,3.738,0.000154,19.278
arch5_improved_transformer,1604,87,1.0,3.3804,3.374,9.238,1210.32,3.737,0.000153,19.278
arch5_improved_transformer,1604,88,1.0,3.3793,3.3749,9.239,1197.21,3.738,0.000152,19.278
arch5_improved_transformer,1604,89,1.0,3.3786,3.3733,9.221,1187.65,3.701,0.000152,19.278
arch5_improved_transformer,1604,90,1.0,3.3779,3.3718,9.215,1183.42,3.735,0.000151,19.278
arch5_improved_transformer,1604,91,1.0,3.3771,3.3749,9.223,1187.58,3.736,0.00015,19.278
arch5_improved_transformer,1604,92,1.0,3.3762,3.3744,9.247,1157.74,3.738,0.000149,19.278
arch5_improved_transformer,1604,93,1.0,3.3757,3.3777,9.247,1154.46,3.735,0.000148,19.278
arch5_improved_transformer,1604,94,1.0,3.3743,3.371,9.214,1151.25,3.698,0.000148,19.278
arch5_improved_transformer,1604,95,1.0,3.3738,3.3726,9.214,1150.92,3.7,0.000147,19.278
arch5_improved_transformer,1604,96,1.0,3.373,3.3698,9.2,1153.07,3.737,0.000146,19.278
arch5_improved_transformer,1604,97,1.0,3.3724,3.3688,9.196,1153.2,3.738,0.000145,19.278
arch5_improved_transformer,1604,98,1.0,3.3718,3.3661,9.178,1182.08,3.736,0.000145,19.278
arch5_improved_transformer,1604,99,1.0,3.3711,3.3725,9.21,1180.68,3.736,0.000144,19.278
arch5_improved_transformer,1604,100,1.0,3.3699,3.3691,9.178,1157.67,3.694,0.000143,19.278
arch5_improved_transformer,1604,101,1.0,3.3696,3.3715,9.208,1162.01,3.737,0.000142,19.278
arch5_improved_transformer,1604,102,1.0,3.3689,3.3689,9.173,1177.84,3.692,0.000142,19.278
arch5_improved_transformer,1604,103,1.0,3.3681,3.3702,9.207,1188.74,3.68,0.000141,19.278
arch5_improved_transformer,1604,104,1.0,3.3676,3.3719,9.206,1155.8,3.737,0.00014,19.278
arch5_improved_transformer,1604,105,1.0,3.367,3.3652,9.169,1158.86,3.737,0.00014,19.278
arch5_improved_transformer,1604,106,1.0,3.3661,3.3702,9.176,1157.15,3.735,0.000139,19.278
arch5_improved_transformer,1604,107,1.0,3.3656,3.3671,9.157,1149.6,3.737,0.000138,19.278
arch5_improved_transformer,1604,108,1.0,3.3649,3.3649,9.147,1163.19,3.739,0.000138,19.278
arch5_improved_transformer,1604,109,1.0,3.3643,3.3641,9.134,1163.01,3.738,0.000137,19.278
arch5_improved_transformer,1604,110,1.0,3.3637,3.3694,9.17,1167.81,3.737,0.000136,19.278
arch5_improved_transformer,1604,111,1.0,3.3632,3.3631,9.152,1158.58,3.739,0.000136,19.278
arch5_improved_transformer,1604,112,1.0,3.3624,3.3698,9.173,1161.41,3.739,0.000135,19.278
arch5_improved_transformer,1604,113,1.0,3.3619,3.3632,9.128,1158.7,3.737,0.000135,19.278
arch5_improved_transformer,1604,114,1.0,3.3615,3.3626,9.115,1165.95,3.738,0.000134,19.278
arch5_improved_transformer,1604,115,1.0,3.3607,3.3635,9.155,1157.74,3.7,0.000134,19.278
arch5_improved_transformer,1604,116,1.0,3.3602,3.3677,9.151,1178.56,3.737,0.000133,19.278
arch5_improved_transformer,1604,117,1.0,3.3595,3.3639,9.139,1210.06,3.737,0.000132,19.278
arch5_improved_transformer,1604,118,1.0,3.3589,3.3674,9.162,1240.09,3.697,0.000132,19.278
arch5_improved_transformer,1604,119,1.0,3.3584,3.3641,9.142,1239.53,3.737,0.000131,19.278
arch5_improved_transformer,1604,120,1.0,3.358,3.3648,9.139,1250.11,3.736,0.000131,19.278
arch5_improved_transformer,1604,121,1.0,3.3577,3.3604,9.132,1249.96,3.737,0.00013,19.278
arch5_improved_transformer,1604,122,1.0,3.357,3.3588,9.089,1254.2,3.735,0.00013,19.278
arch5_improved_transformer,1604,123,1.0,3.3563,3.3635,9.119,1258.22,3.691,0.000129,19.278
arch5_improved_transformer,1604,124,1.0,3.356,3.3617,9.113,1266.27,3.704,0.000129,19.278
arch5_improved_transformer,1604,125,1.0,3.3557,3.3588,9.097,1274.22,3.737,0.000128,19.278
arch5_improved_transformer,1604,126,1.0,3.3552,3.3609,9.096,1271.37,3.737,0.000128,19.278
arch5_improved_transformer,1604,127,1.0,3.3546,3.3632,9.13,1298.23,3.703,0.000127,19.278
arch5_improved_transformer,1604,128,1.0,3.3544,3.3588,9.087,1285.2,3.738,0.000127,19.278
arch5_improved_transformer,1604,116,1.0,3.3602,3.3677,9.151,1157.38,3.737,0.000133,19.278
arch5_improved_transformer,1604,117,1.0,3.3595,3.3639,9.139,1160.74,3.737,0.000132,19.278
arch5_improved_transformer,1604,118,1.0,3.3589,3.3674,9.162,1159.58,3.697,0.000132,19.278
arch5_improved_transformer,1604,119,1.0,3.3584,3.3641,9.142,1161.32,3.737,0.000131,19.278
arch5_improved_transformer,1604,120,1.0,3.358,3.3648,9.139,1158.45,3.736,0.000131,19.278
arch5_improved_transformer,1604,121,1.0,3.3577,3.3604,9.132,1160.6,3.737,0.00013,19.278
arch5_improved_transformer,1604,122,1.0,3.357,3.3588,9.089,1162.6,3.735,0.00013,19.278
arch5_improved_transformer,1604,123,1.0,3.3563,3.3635,9.119,1163.97,3.691,0.000129,19.278
arch5_improved_transformer,1604,124,1.0,3.356,3.3617,9.113,1161.91,3.704,0.000129,19.278
arch5_improved_transformer,1604,125,1.0,3.3557,3.3588,9.097,1161.34,3.737,0.000128,19.278
arch5_improved_transformer,1604,126,1.0,3.3552,3.3609,9.096,1161.34,3.737,0.000128,19.278
arch5_improved_transformer,1604,127,1.0,3.3546,3.3632,9.13,1159.3,3.703,0.000127,19.278
arch5_improved_transformer,1604,128,1.0,3.3544,3.3588,9.087,1158.05,3.738,0.000127,19.278
arch5_improved_transformer,1604,129,1.0,3.3541,3.3592,9.088,1151.29,3.736,0.000126,19.278
arch5_improved_transformer,1604,130,1.0,3.3535,3.3572,9.066,1156.35,3.736,0.000126,19.278
arch5_improved_transformer,1604,131,1.0,3.353,3.3592,9.08,1162.11,3.739,0.000125,19.278
arch5_improved_transformer,1604,132,1.0,3.3525,3.3564,9.073,1156.1,3.736,0.000125,19.278
arch5_improved_transformer,1604,133,1.0,3.352,3.358,9.086,1156.49,3.737,0.000124,19.278
arch5_improved_transformer,1604,134,1.0,3.3517,3.3572,9.069,1154.5,3.737,0.000124,19.278
arch5_improved_transformer,1604,135,1.0,3.3515,3.3621,9.109,1165.48,3.739,0.000123,19.278
arch5_improved_transformer,1604,136,1.0,3.3509,3.3525,9.034,1154.78,3.737,0.000123,19.278
arch5_improved_transformer,1604,137,1.0,3.3504,3.356,9.064,1153.88,3.739,0.000122,19.278
arch5_improved_transformer,1604,138,1.0,3.35,3.3542,9.048,1153.81,3.738,0.000122,19.278
arch5_improved_transformer,1604,139,1.0,3.3497,3.3523,9.024,1160.3,3.737,0.000122,19.278
arch5_improved_transformer,1604,140,1.0,3.3493,3.3528,9.038,1157.06,3.739,0.000121,19.278
arch5_improved_transformer,1604,141,1.0,3.349,3.3558,9.043,1155.27,3.738,0.000121,19.278
arch5_improved_transformer,1604,142,1.0,3.3488,3.3543,9.042,1156.38,3.7,0.00012,19.278
arch5_improved_transformer,1604,143,1.0,3.3484,3.356,9.04,1184.0,3.735,0.00012,19.278
arch5_improved_transformer,1604,144,1.0,3.3479,3.3638,9.112,1198.31,3.697,0.000119,19.278
arch5_improved_transformer,1604,145,1.0,3.3477,3.3567,9.066,1200.07,3.699,0.000119,19.278
arch5_improved_transformer,1604,146,1.0,3.3474,3.3542,9.047,1199.06,3.737,0.000119,19.278
arch5_improved_transformer,1604,147,1.0,3.347,3.3553,9.053,1200.64,3.737,0.000118,19.278
arch5_improved_transformer,1604,148,1.0,3.3466,3.3559,9.055,1201.34,3.737,0.000118,19.278
arch5_improved_transformer,1604,149,1.0,3.3463,3.3593,9.071,1195.95,3.698,0.000117,19.278
