arch,seed,epoch,tf_ratio,train_loss,dev_loss,dev_perplexity,epoch_time_s,peak_vram_gb,lr,params_M
arch4_transformer,4090,24,1.0,2.3772,2.3332,10.311,912.38,3.314,0.000288,19.252
arch4_transformer,4090,25,1.0,2.366,2.3238,10.215,910.31,3.315,0.000282,19.252
arch4_transformer,4090,26,1.0,2.3559,2.3229,10.205,901.77,3.315,0.000277,19.252
arch4_transformer,4090,27,1.0,2.3464,2.3172,10.147,898.82,3.314,0.000272,19.252
arch4_transformer,4090,28,1.0,2.3371,2.3038,10.012,903.51,3.314,0.000267,19.252
arch4_transformer,4090,29,1.0,2.3296,2.307,10.044,903.46,3.315,0.000263,19.252
arch4_transformer,4090,30,1.0,2.3209,2.2958,9.932,903.17,3.315,0.000258,19.252
arch4_transformer,4090,31,1.0,2.3137,2.2954,9.929,906.39,3.271,0.000254,19.252
arch4_transformer,4090,32,1.0,2.3067,2.2903,9.878,913.43,3.387,0.00025,19.252
arch4_transformer,4090,33,1.0,2.3003,2.2932,9.907,919.52,3.39,0.000247,19.252
arch4_transformer,4090,34,1.0,2.2937,2.2863,9.839,919.38,3.39,0.000243,19.252
arch4_transformer,4090,35,1.0,2.2881,2.2834,9.81,912.12,3.39,0.00024,19.252
arch4_transformer,4090,36,1.0,2.2821,2.2746,9.724,913.66,3.391,0.000236,19.252
arch4_transformer,4090,37,1.0,2.2768,2.2738,9.716,912.76,3.387,0.000233,19.252
arch4_transformer,4090,38,1.0,2.2715,2.278,9.757,916.94,3.387,0.00023,19.252
arch4_transformer,4090,39,1.0,2.2667,2.2664,9.645,917.86,3.356,0.000227,19.252
arch4_transformer,4090,40,1.0,2.2619,2.2636,9.618,917.98,3.39,0.000225,19.252
arch4_transformer,4090,41,1.0,2.2573,2.2592,9.576,918.94,3.39,0.000222,19.252
arch4_transformer,4090,42,1.0,2.2533,2.2627,9.609,922.41,3.39,0.000219,19.252
arch4_transformer,4090,43,1.0,2.2489,2.2579,9.563,914.94,3.344,0.000217,19.252
arch4_transformer,4090,44,1.0,2.2451,2.2461,9.451,912.18,3.39,0.000214,19.252
arch4_transformer,4090,45,1.0,2.2413,2.2483,9.471,923.53,3.386,0.000212,19.252
arch4_transformer,4090,46,1.0,2.2375,2.2491,9.479,918.65,3.39,0.00021,19.252
arch4_transformer,4090,47,1.0,2.2336,2.2461,9.451,914.29,3.39,0.000208,19.252
arch4_transformer,4090,48,1.0,2.2305,2.2372,9.368,906.97,3.355,0.000205,19.252
arch4_transformer,4090,49,1.0,2.2274,2.243,9.421,912.89,3.39,0.000203,19.252
arch4_transformer,4090,50,1.0,2.2243,2.2429,9.421,916.41,3.39,0.000201,19.252
arch4_transformer,4090,51,1.0,2.2208,2.2359,9.355,909.22,3.387,0.000199,19.252
arch4_transformer,4090,52,1.0,2.2181,2.2349,9.346,911.15,3.387,0.000198,19.252
arch4_transformer,4090,53,1.0,2.2149,2.2345,9.342,912.29,3.39,0.000196,19.252
arch4_transformer,4090,54,1.0,2.2121,2.2278,9.279,908.02,3.357,0.000194,19.252
arch4_transformer,4090,55,1.0,2.2098,2.2281,9.282,922.18,3.39,0.000192,19.252
arch4_transformer,4090,56,1.0,2.2067,2.2314,9.313,920.8,3.386,0.00019,19.252
arch4_transformer,4090,57,1.0,2.2042,2.2292,9.292,912.09,3.39,0.000189,19.252
arch4_transformer,4090,58,1.0,2.2017,2.2317,9.316,918.88,3.39,0.000187,19.252
arch4_transformer,4090,59,1.0,2.1993,2.2226,9.231,907.98,3.387,0.000186,19.252
arch4_transformer,4090,60,1.0,2.1967,2.2241,9.245,908.47,3.358,0.000184,19.252
arch4_transformer,4090,61,1.0,2.1948,2.2195,9.202,921.13,3.39,0.000183,19.252
arch4_transformer,4090,62,1.0,2.1923,2.2212,9.218,916.84,3.39,0.000181,19.252
arch4_transformer,4090,63,1.0,2.1901,2.2216,9.222,908.27,3.39,0.00018,19.252
arch4_transformer,4090,64,1.0,2.1879,2.2176,9.185,925.06,3.387,0.000178,19.252
arch4_transformer,4090,65,1.0,2.1858,2.217,9.18,921.55,3.39,0.000177,19.252
arch4_transformer,4090,66,1.0,2.1839,2.2156,9.167,911.95,3.39,0.000176,19.252
arch4_transformer,4090,67,1.0,2.1817,2.2106,9.121,908.82,3.356,0.000174,19.252
arch4_transformer,4090,68,1.0,2.1802,2.2141,9.153,913.14,3.355,0.000173,19.252
arch4_transformer,4090,69,1.0,2.1779,2.2148,9.16,911.27,3.343,0.000172,19.252
arch4_transformer,4090,70,1.0,2.1763,2.2113,9.127,908.28,3.39,0.000171,19.252
arch4_transformer,4090,71,1.0,2.1744,2.2056,9.075,911.66,3.389,0.000169,19.252
arch4_transformer,4090,72,1.0,2.1727,2.206,9.079,913.7,3.387,0.000168,19.252
arch4_transformer,4090,73,1.0,2.1708,2.2023,9.046,927.55,3.387,0.000167,19.252
arch4_transformer,4090,74,1.0,2.1693,2.2132,9.145,920.15,3.323,0.000166,19.252
arch4_transformer,4090,75,1.0,2.1679,2.2061,9.08,909.11,3.39,0.000165,19.252
arch4_transformer,4090,76,1.0,2.1662,2.2072,9.09,917.98,3.387,0.000164,19.252
arch4_transformer,4090,77,1.0,2.1646,2.2022,9.045,919.37,3.388,0.000163,19.252
arch4_transformer,4090,78,1.0,2.1629,2.2031,9.053,919.3,3.39,0.000162,19.252
arch4_transformer,4090,79,1.0,2.1613,2.2,9.025,919.42,3.344,0.000161,19.252
arch4_transformer,4090,80,1.0,2.16,2.1985,9.012,912.96,3.356,0.00016,19.252
arch4_transformer,4090,81,1.0,2.1588,2.1959,8.988,919.51,3.39,0.000159,19.252
arch4_transformer,4090,82,1.0,2.1571,2.1995,9.021,917.37,3.391,0.000158,19.252
arch4_transformer,4090,83,1.0,2.1556,2.1971,8.999,913.74,3.39,0.000157,19.252
arch4_transformer,4090,84,1.0,2.1542,2.1948,8.979,912.84,3.358,0.000156,19.252
arch4_transformer,4090,85,1.0,2.1532,2.1937,8.968,920.51,3.392,0.000155,19.252
arch4_transformer,4090,86,1.0,2.1518,2.1974,9.002,917.75,3.39,0.000154,19.252
arch4_transformer,4090,87,1.0,2.1505,2.1926,8.959,917.34,3.39,0.000153,19.252
arch4_transformer,4090,88,1.0,2.1491,2.1914,8.948,913.31,3.39,0.000152,19.252
arch4_transformer,4090,89,1.0,2.1477,2.1894,8.93,929.51,3.355,0.000152,19.252
arch4_transformer,4090,90,1.0,2.147,2.1894,8.93,932.44,3.387,0.000151,19.252
arch4_transformer,4090,91,1.0,2.1457,2.1875,8.913,927.49,3.391,0.00015,19.252
arch4_transformer,4090,92,1.0,2.1444,2.1894,8.93,905.62,3.386,0.000149,19.252
arch4_transformer,4090,93,1.0,2.1434,2.1915,8.949,908.83,3.387,0.000148,19.252
arch4_transformer,4090,94,1.0,2.1422,2.1894,8.93,917.28,3.358,0.000148,19.252
arch4_transformer,4090,95,1.0,2.1409,2.1875,8.913,916.9,3.358,0.000147,19.252
arch4_transformer,4090,96,1.0,2.1401,2.1847,8.888,914.14,3.386,0.000146,19.252
arch4_transformer,4090,97,1.0,2.1388,2.1836,8.878,916.45,3.387,0.000145,19.252
arch4_transformer,4090,98,1.0,2.1381,2.181,8.855,899.97,3.387,0.000145,19.252
arch4_transformer,4090,99,1.0,2.1371,2.1842,8.884,911.15,3.385,0.000144,19.252
arch4_transformer,4090,100,1.0,2.1354,2.1849,8.89,910.78,3.343,0.000143,19.252
arch4_transformer,4090,101,1.0,2.1349,2.1887,8.924,914.49,3.387,0.000142,19.252
arch4_transformer,4090,102,1.0,2.1337,2.1822,8.865,913.82,3.344,0.000142,19.252
arch4_transformer,4090,103,1.0,2.133,2.1807,8.852,913.46,3.346,0.000141,19.252
arch4_transformer,4090,104,1.0,2.1319,2.1841,8.883,920.03,3.389,0.00014,19.252
arch4_transformer,4090,105,1.0,2.131,2.1858,8.897,911.98,3.387,0.00014,19.252
arch4_transformer,4090,106,1.0,2.1304,2.1866,8.905,918.73,3.386,0.000139,19.252
arch4_transformer,4090,107,1.0,2.1292,2.1818,8.862,916.66,3.385,0.000138,19.252
arch4_transformer,4090,108,1.0,2.1279,2.1811,8.856,906.94,3.389,0.000138,19.252
arch4_transformer,4090,109,1.0,2.1276,2.1756,8.807,904.8,3.386,0.000137,19.252
arch4_transformer,4090,110,1.0,2.1267,2.1821,8.865,899.75,3.386,0.000136,19.252
arch4_transformer,4090,111,1.0,2.1255,2.1734,8.788,903.86,3.385,0.000136,19.252
arch4_transformer,4090,112,1.0,2.1248,2.1804,8.85,907.27,3.387,0.000135,19.252
arch4_transformer,4090,113,1.0,2.124,2.1806,8.852,907.15,3.387,0.000135,19.252
arch4_transformer,4090,114,1.0,2.1235,2.1754,8.806,913.03,3.388,0.000134,19.252
arch4_transformer,4090,115,1.0,2.1224,2.1758,8.81,913.04,3.355,0.000134,19.252
arch4_transformer,4090,116,1.0,2.1216,2.1802,8.848,907.97,3.385,0.000133,19.252
arch4_transformer,4090,117,1.0,2.1209,2.1792,8.839,910.43,3.387,0.000132,19.252
arch4_transformer,4090,118,1.0,2.1201,2.177,8.82,914.71,3.358,0.000132,19.252
arch4_transformer,4090,119,1.0,2.1196,2.1782,8.83,906.17,3.387,0.000131,19.252
arch4_transformer,4090,120,1.0,2.1188,2.1771,8.821,910.35,3.388,0.000131,19.252
arch4_transformer,4090,121,1.0,2.1182,2.1773,8.822,914.42,3.388,0.00013,19.252
